"spatial_sample_id","observed_median_distance","permutation_median_distance_mean","permutation_median_distance_median","empirical_p_for_closer_than_random","empirical_p_for_farther_than_random","permutation_number"
"All_spots",222.389298303673,200.502191157093,203.061558419451,1,0.000999000999000999,1000
