"column_name"
"qc_preset_from_08_final_malignant_call"
"qc_pass_reproduction_from_08_final_malignant_call"
"analysis_stage_from_08_final_malignant_call"
"RNA_snn_res.0.2_from_08_final_malignant_call"
"seurat_clusters_from_08_final_malignant_call"
"cluster_res_0.2_from_08_final_malignant_call"
"RNA_snn_res.0.3_from_08_final_malignant_call"
"cluster_res_0.3_from_08_final_malignant_call"
"RNA_snn_res.0.5_from_08_final_malignant_call"
"cluster_res_0.5_from_08_final_malignant_call"
"celltype_manual_from_08_final_malignant_call"
"epithelial_status_initial_from_08_final_malignant_call"
"celltype_plot_from_08_final_malignant_call"
"malignant_status_diagnostic_from_08_final_malignant_call"
"copykat_prediction_from_08_final_malignant_call"
"candidate_copykat_status_from_08_final_malignant_call"
"malignant_call_copykat_from_08_final_malignant_call"
"copykat_prediction_clean_from_08_final_malignant_call"
"malignant_status_final_from_08_final_malignant_call"
"is_strict_malignant_copykat_from_08_final_malignant_call"
"core_gene_comparison_group_from_08_final_malignant_call"
"orig.ident_from_05_manual_annotated_plot_ready"
"nCount_RNA_from_05_manual_annotated_plot_ready"
"nFeature_RNA_from_05_manual_annotated_plot_ready"
"sample_id_from_05_manual_annotated_plot_ready"
"dataset_from_05_manual_annotated_plot_ready"
"disease_from_05_manual_annotated_plot_ready"
"percent.mt_from_05_manual_annotated_plot_ready"
"percent.ribo_from_05_manual_annotated_plot_ready"
"qc_preset_from_05_manual_annotated_plot_ready"
"qc_pass_reproduction_from_05_manual_annotated_plot_ready"
"analysis_stage_from_05_manual_annotated_plot_ready"
"RNA_snn_res.0.2_from_05_manual_annotated_plot_ready"
"seurat_clusters_from_05_manual_annotated_plot_ready"
"cluster_res_0.2_from_05_manual_annotated_plot_ready"
"RNA_snn_res.0.3_from_05_manual_annotated_plot_ready"
"cluster_res_0.3_from_05_manual_annotated_plot_ready"
"RNA_snn_res.0.5_from_05_manual_annotated_plot_ready"
"cluster_res_0.5_from_05_manual_annotated_plot_ready"
"celltype_manual_from_05_manual_annotated_plot_ready"
"epithelial_status_initial_from_05_manual_annotated_plot_ready"
"celltype_plot_from_05_manual_annotated_plot_ready"
"orig.ident_from_05_manual_annotated_before_malignant_call"
"nCount_RNA_from_05_manual_annotated_before_malignant_call"
"nFeature_RNA_from_05_manual_annotated_before_malignant_call"
"sample_id_from_05_manual_annotated_before_malignant_call"
"dataset_from_05_manual_annotated_before_malignant_call"
"disease_from_05_manual_annotated_before_malignant_call"
"percent.mt_from_05_manual_annotated_before_malignant_call"
"percent.ribo_from_05_manual_annotated_before_malignant_call"
"qc_preset_from_05_manual_annotated_before_malignant_call"
"qc_pass_reproduction_from_05_manual_annotated_before_malignant_call"
"analysis_stage_from_05_manual_annotated_before_malignant_call"
"RNA_snn_res.0.2_from_05_manual_annotated_before_malignant_call"
"seurat_clusters_from_05_manual_annotated_before_malignant_call"
"cluster_res_0.2_from_05_manual_annotated_before_malignant_call"
"RNA_snn_res.0.3_from_05_manual_annotated_before_malignant_call"
"cluster_res_0.3_from_05_manual_annotated_before_malignant_call"
"RNA_snn_res.0.5_from_05_manual_annotated_before_malignant_call"
"cluster_res_0.5_from_05_manual_annotated_before_malignant_call"
"celltype_manual_from_05_manual_annotated_before_malignant_call"
"epithelial_status_initial_from_05_manual_annotated_before_malignant_call"
"UMAP_1_from_11b_monocle3_cell_umap_coordinates_and_focus_labels"
"UMAP_2_from_11b_monocle3_cell_umap_coordinates_and_focus_labels"
"paper_cluster_res_0_2_from_11b_monocle3_cell_umap_coordinates_and_focus_labels"
"core_malignant_focus_from_11b_monocle3_cell_umap_coordinates_and_focus_labels"
"extended_malignant_focus_from_11b_monocle3_cell_umap_coordinates_and_focus_labels"
"closest_vertex_from_11b_monocle3_cell_umap_coordinates_and_focus_labels"
"orig.ident_from_11a_candidate_malignant_cluster_cell_metadata"
"nCount_RNA_from_11a_candidate_malignant_cluster_cell_metadata"
"nFeature_RNA_from_11a_candidate_malignant_cluster_cell_metadata"
"sample_id_from_11a_candidate_malignant_cluster_cell_metadata"
"dataset_from_11a_candidate_malignant_cluster_cell_metadata"
"disease_from_11a_candidate_malignant_cluster_cell_metadata"
"percent.mt_from_11a_candidate_malignant_cluster_cell_metadata"
"percent.ribo_from_11a_candidate_malignant_cluster_cell_metadata"
"qc_preset_from_11a_candidate_malignant_cluster_cell_metadata"
"qc_pass_reproduction_from_11a_candidate_malignant_cluster_cell_metadata"
"analysis_stage_from_11a_candidate_malignant_cluster_cell_metadata"
"RNA_snn_res.0.2_from_11a_candidate_malignant_cluster_cell_metadata"
"seurat_clusters_from_11a_candidate_malignant_cluster_cell_metadata"
"cluster_res_0.2_from_11a_candidate_malignant_cluster_cell_metadata"
"RNA_snn_res.0.3_from_11a_candidate_malignant_cluster_cell_metadata"
"cluster_res_0.3_from_11a_candidate_malignant_cluster_cell_metadata"
"RNA_snn_res.0.5_from_11a_candidate_malignant_cluster_cell_metadata"
"cluster_res_0.5_from_11a_candidate_malignant_cluster_cell_metadata"
"paper_cluster_res_0_2_from_11a_candidate_malignant_cluster_cell_metadata"
"candidate_malignant_cluster"
"candidate_cluster"
"copykat_strict_status"
"closest_vertex_from_11a_candidate_malignant_cluster_cell_metadata"
"vertex_group_from_11a_candidate_malignant_cluster_cell_metadata"
"vertex_bin"
"paper_malignant_focus_from_11a_candidate_malignant_cluster_cell_metadata"
"sample_id_from_11_global_trajectory_cell_metadata_with_vertex_bins"
"paper_cluster_res_0_2_from_11_global_trajectory_cell_metadata_with_vertex_bins"
"paper_major_cell_type_from_11_global_trajectory_cell_metadata_with_vertex_bins"
"paper_malignant_focus_from_11_global_trajectory_cell_metadata_with_vertex_bins"
"closest_vertex_from_11_global_trajectory_cell_metadata_with_vertex_bins"
"vertex_group_from_11_global_trajectory_cell_metadata_with_vertex_bins"
"vertex_bin_from_11_global_trajectory_cell_metadata_with_vertex_bins"
"orig.ident_from_11_global_trajectory_cell_metadata_with_vertex_bins"
"nCount_RNA_from_11_global_trajectory_cell_metadata_with_vertex_bins"
"nFeature_RNA_from_11_global_trajectory_cell_metadata_with_vertex_bins"
"dataset_from_11_global_trajectory_cell_metadata_with_vertex_bins"
"disease_from_11_global_trajectory_cell_metadata_with_vertex_bins"
"percent.mt_from_11_global_trajectory_cell_metadata_with_vertex_bins"
"percent.ribo_from_11_global_trajectory_cell_metadata_with_vertex_bins"
"qc_preset_from_11_global_trajectory_cell_metadata_with_vertex_bins"
"qc_pass_reproduction_from_11_global_trajectory_cell_metadata_with_vertex_bins"
"analysis_stage_from_11_global_trajectory_cell_metadata_with_vertex_bins"
"RNA_snn_res.0.2_from_11_global_trajectory_cell_metadata_with_vertex_bins"
"seurat_clusters_from_11_global_trajectory_cell_metadata_with_vertex_bins"
"cluster_res_0.2_from_11_global_trajectory_cell_metadata_with_vertex_bins"
"RNA_snn_res.0.3_from_11_global_trajectory_cell_metadata_with_vertex_bins"
"cluster_res_0.3_from_11_global_trajectory_cell_metadata_with_vertex_bins"
"RNA_snn_res.0.5_from_11_global_trajectory_cell_metadata_with_vertex_bins"
"cluster_res_0.5_from_11_global_trajectory_cell_metadata_with_vertex_bins"
"paper_cluster_res_0_2_from_11_global_trajectory_cell_metadata"
"paper_major_cell_type_from_11_global_trajectory_cell_metadata"
"paper_malignant_focus_from_11_global_trajectory_cell_metadata"
"closest_vertex_from_11_global_trajectory_cell_metadata"
"vertex_group_from_11_global_trajectory_cell_metadata"
"seurat_clusters_from_11_global_trajectory_cell_metadata"
"cluster_res_0.2_from_11_global_trajectory_cell_metadata"
"cluster_res_0.3_from_11_global_trajectory_cell_metadata"
"cluster_res_0.5_from_11_global_trajectory_cell_metadata"
