"column_name"
"paper_cluster_res_0_2"
"core_malignant_focus"
"extended_malignant_focus"
"closest_vertex"
"seurat_clusters"
"cluster_res_0.2"
"cluster_res_0.3"
"cluster_res_0.5"
"paper_cluster_res_0_2_from_11_global_trajectory_Seurat"
"paper_major_cell_type"
"paper_malignant_focus"
"vertex_group"
"orig.ident_from_10_manual_review_epithelial_core"
"nCount_RNA_from_10_manual_review_epithelial_core"
"nFeature_RNA_from_10_manual_review_epithelial_core"
"sample_id_from_10_manual_review_epithelial_core"
"dataset_from_10_manual_review_epithelial_core"
"disease_from_10_manual_review_epithelial_core"
"percent.mt_from_10_manual_review_epithelial_core"
"percent.ribo_from_10_manual_review_epithelial_core"
"qc_preset_from_10_manual_review_epithelial_core"
"qc_pass_reproduction_from_10_manual_review_epithelial_core"
"analysis_stage_from_10_manual_review_epithelial_core"
"RNA_snn_res.0.2_from_10_manual_review_epithelial_core"
"seurat_clusters_from_10_manual_review_epithelial_core"
"cluster_res_0.2_from_10_manual_review_epithelial_core"
"RNA_snn_res.0.3_from_10_manual_review_epithelial_core"
"cluster_res_0.3_from_10_manual_review_epithelial_core"
"RNA_snn_res.0.5_from_10_manual_review_epithelial_core"
"cluster_res_0.5_from_10_manual_review_epithelial_core"
"celltype_manual"
"epithelial_status_initial"
"celltype_plot"
"malignant_status_diagnostic"
"candidate_copykat_status"
"malignant_call_copykat"
"malignant_status_final"
"is_strict_malignant_copykat"
"core_gene_comparison_group"
"epithelial_score"
"immune_score"
"stromal_score"
"refinement_status"
"Cycling_score"
"Cancer_testis_score"
"Squamous_differentiation_score"
"Basal_epithelial_score"
"malignant_state_cluster"
"malignant_state_label"
"internal_cluster_07c"
"manual_review_status"
"epithelial_core_cluster"
"Cycling_raw_score"
"Cancer_testis_raw_score"
"Squamous_differentiation_raw_score"
"Basal_epithelial_raw_score"
"orig.ident_from_08_final_malignant_call"
"nCount_RNA_from_08_final_malignant_call"
"nFeature_RNA_from_08_final_malignant_call"
"sample_id_from_08_final_malignant_call"
"dataset_from_08_final_malignant_call"
"disease_from_08_final_malignant_call"
"percent.mt_from_08_final_malignant_call"
"percent.ribo_from_08_final_malignant_call"
