"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,7.16384325272729,0.196,0.01,0,"14","FFAR2"
3.21611387974547e-311,6.88320306742691,0.309,0.029,8.68640197780454e-307,"14","HCAR3"
0,6.85539470827007,0.305,0.022,0,"14","CSF3R"
0,6.02789619441059,0.313,0.023,0,"14","AQP9"
8.80413708291168e-236,5.73344577848398,0.344,0.048,2.37790938472362e-231,"14","AZIN1-AS1"
0,5.70686360992057,0.748,0.101,0,"14","G0S2"
7.36473173400469e-149,5.62095855129516,0.166,0.017,1.98914039403733e-144,"14","FPR2"
2.35369575512805e-137,5.61809325869142,0.185,0.023,6.35709686502536e-133,"14","SMIM25"
0,5.58548724055059,0.508,0.078,0,"14","PHACTR1"
1.44500106628377e-205,5.42866269835731,0.333,0.051,3.90280337992584e-201,"14","OSM"
2.00101030560784e-86,5.42345689117152,0.139,0.02,5.40452873441622e-82,"14","AL355881.1"
6.11260682949397e-57,5.39547093828023,0.194,0.051,1.65095397857803e-52,"14","HCAR2"
0,5.3349885138505,0.881,0.268,0,"14","CXCL8"
0,9.307554018148,0.624,0.001,0,"13","CLEC4C"
0,9.23772151402942,0.242,0,0,"13","SLC32A1"
0,8.926795048404,0.702,0.003,0,"13","LILRA4"
0,8.7014878040799,0.459,0.002,0,"13","PTCRA"
0,8.55130761932293,0.298,0.001,0,"13","SHD"
0,8.251610216456,0.123,0,0,"13","INSYN2A"
0,7.63894751739064,0.397,0.003,0,"13","LINC01226"
0,7.57870825423581,0.336,0.003,0,"13","DRD4"
0,7.39796213602086,0.74,0.007,0,"13","SCT"
0,7.38395603784612,0.177,0.001,0,"13","AC007381.1"
0,7.227662070539,0.671,0.006,0,"13","SMPD3"
0,6.88854267953011,0.104,0.001,0,"13","AL591115.1"
0,6.88160695202387,0.818,0.017,0,"13","PLD4"
0,6.84065016603048,0.142,0.001,0,"13","SLC12A3"
0,6.62570455904189,0.142,0.001,0,"13","NCMAP"
