"spatial_sample_id","permutation_id","permuted_median_distance","observed_median_distance"
"All_spots",262,202.232539419353,222.389298303673
"All_spots",263,202.871880752361,222.389298303673
"All_spots",264,198.929635801205,222.389298303673
"All_spots",265,204.636262671111,222.389298303673
"All_spots",266,210.440015206234,222.389298303673
"All_spots",267,199.323857076869,222.389298303673
"All_spots",268,174.897112611958,222.389298303673
"All_spots",269,197.489240213233,222.389298303673
"All_spots",270,204.156802482798,222.389298303673
"All_spots",271,203.789106676486,222.389298303673
"All_spots",272,204.120062708201,222.389298303673
"All_spots",273,206.155281280883,222.389298303673
"All_spots",274,201.315672514586,222.389298303673
"All_spots",275,212.249852767911,222.389298303673
"All_spots",276,175.567650778838,222.389298303673
"All_spots",277,198.010100752462,222.389298303673
"All_spots",278,175.641680702503,222.389298303673
"All_spots",279,198.539668580362,222.389298303673
"All_spots",280,204.156802482798,222.389298303673
"All_spots",281,206.864690075421,222.389298303673
"All_spots",282,199.672231419394,222.389298303673
"All_spots",283,199.672231419394,222.389298303673
"All_spots",284,206.196508214858,222.389298303673
"All_spots",285,206.155281280883,222.389298303673
"All_spots",286,192.626581758593,222.389298303673
"All_spots",287,174.897112611958,222.389298303673
"All_spots",288,207.238992470047,222.389298303673
"All_spots",289,205.156038175824,222.389298303673
"All_spots",290,204.120062708201,222.389298303673
"All_spots",291,196.697737658571,222.389298303673
"All_spots",292,210.297408448131,222.389298303673
"All_spots",293,196.173392691262,222.389298303673
"All_spots",294,202.871880752361,222.389298303673
"All_spots",295,210.48752932181,222.389298303673
"All_spots",296,182.408881362723,222.389298303673
"All_spots",297,211.879682839106,222.389298303673
"All_spots",298,179.025137899682,222.389298303673
"All_spots",299,198.385987408385,222.389298303673
"All_spots",300,204.156802482798,222.389298303673
"All_spots",301,210.95023109729,222.389298303673
"All_spots",302,199.323857076869,222.389298303673
"All_spots",303,206.155281280883,222.389298303673
"All_spots",304,206.155281280883,222.389298303673
"All_spots",305,206.421898063166,222.389298303673
"All_spots",306,210.440015206234,222.389298303673
"All_spots",307,204.156802482798,222.389298303673
"All_spots",308,204.156802482798,222.389298303673
"All_spots",309,197.489240213233,222.389298303673
"All_spots",310,202.474689776278,222.389298303673
"All_spots",311,208.355465491069,222.389298303673
"All_spots",312,205.197465871292,222.389298303673
"All_spots",313,204.1984329029,222.389298303673
"All_spots",314,190.168346472277,222.389298303673
"All_spots",315,206.939604715965,222.389298303673
"All_spots",316,198.406149098258,222.389298303673
"All_spots",317,195.386795869117,222.389298303673
"All_spots",318,200.242353162362,222.389298303673
"All_spots",319,202.232539419353,222.389298303673
"All_spots",320,205.119477378429,222.389298303673
"All_spots",321,206.155281280883,222.389298303673
"All_spots",322,205.156038175824,222.389298303673
"All_spots",323,205.197465871292,222.389298303673
"All_spots",324,204.592277469117,222.389298303673
"All_spots",325,195.256241897666,222.389298303673
"All_spots",326,204.313484625954,222.389298303673
"All_spots",327,204.156802482798,222.389298303673
"All_spots",328,198.385987408385,222.389298303673
"All_spots",329,198.040399918804,222.389298303673
"All_spots",330,210.440015206234,222.389298303673
"All_spots",331,200.638979263751,222.389298303673
"All_spots",332,204.156802482798,222.389298303673
"All_spots",333,201.03979705521,222.389298303673
"All_spots",334,193.545860198559,222.389298303673
"All_spots",335,205.156038175824,222.389298303673
"All_spots",336,186.603858481008,222.389298303673
"All_spots",337,187.408644411084,222.389298303673
"All_spots",338,204.156802482798,222.389298303673
"All_spots",339,198.010100752462,222.389298303673
"All_spots",340,203.002463039245,222.389298303673
"All_spots",341,178.21616088335,222.389298303673
"All_spots",342,206.494551986245,222.389298303673
"All_spots",343,200.743617582228,222.389298303673
"All_spots",344,203.393706883964,222.389298303673
"All_spots",345,175.567650778838,222.389298303673
"All_spots",346,205.766858361593,222.389298303673
"All_spots",347,205.119477378429,222.389298303673
"All_spots",348,175.567650778838,222.389298303673
"All_spots",349,207.793166393893,222.389298303673
"All_spots",350,206.155281280883,222.389298303673
"All_spots",351,199.323857076869,222.389298303673
"All_spots",352,192.626581758593,222.389298303673
"All_spots",353,212.249852767911,222.389298303673
"All_spots",354,201.955440629858,222.389298303673
"All_spots",355,207.793166393893,222.389298303673
"All_spots",356,207.238992470047,222.389298303673
"All_spots",357,197.489240213233,222.389298303673
"All_spots",358,211.376441449846,222.389298303673
"All_spots",359,203.393706883964,222.389298303673
"All_spots",360,184.613108960334,222.389298303673
"All_spots",361,204.707107839469,222.389298303673
"All_spots",362,199.722307216795,222.389298303673
"All_spots",363,206.155281280883,222.389298303673
"All_spots",364,199.849943707773,222.389298303673
"All_spots",365,205.156038175824,222.389298303673
"All_spots",366,204.313484625954,222.389298303673
"All_spots",367,195.256241897666,222.389298303673
"All_spots",368,204.707107839469,222.389298303673
"All_spots",369,209.84756372186,222.389298303673
"All_spots",370,204.156802482798,222.389298303673
"All_spots",371,207.238992470047,222.389298303673
"All_spots",372,208.165799304305,222.389298303673
"All_spots",373,203.789106676486,222.389298303673
"All_spots",374,197.223223784624,222.389298303673
"All_spots",375,198.929635801205,222.389298303673
"All_spots",376,204.156802482798,222.389298303673
"All_spots",377,207.793166393893,222.389298303673
"All_spots",378,204.156802482798,222.389298303673
"All_spots",379,174.897112611958,222.389298303673
"All_spots",380,203.789106676486,222.389298303673
"All_spots",381,204.156802482798,222.389298303673
"All_spots",382,198.736005796635,222.389298303673
"All_spots",383,204.156802482798,222.389298303673
"All_spots",384,198.010100752462,222.389298303673
