"vertex_id","UMAP_1","UMAP_2"
"Y_457",7.12014192572697,13.2616749661625
"Y_458",9.24433491774593,-2.93798412404359
"Y_459",-0.75067762336958,1.48152635100026
"Y_460",-2.66454374251278,12.4371044103182
"Y_461",4.96388164751561,7.44459642013408
"Y_462",4.48561648245905,6.20734618478825
"Y_463",-5.02300255289103,-7.64019295161395
"Y_464",-0.116934493608662,0.818220834477105
"Y_465",-0.636887790107564,0.717010866236652
"Y_466",5.35856933307098,5.89956128663898
"Y_467",0.0771421707763846,1.06043168844151
"Y_468",-1.88635515040593,0.742870646952626
"Y_469",-2.05997638669376,2.10312609279412
"Y_470",-2.74295680690094,2.47041369552411
"Y_471",4.83394981277561,-2.66366350950853
"Y_472",0.29530929685086,-5.37717968517481
"Y_473",1.58326444340973,5.18090018951615
"Y_474",-1.50279548855031,-4.00622401213622
"Y_475",-2.62328860862936,12.2290401591855
"Y_476",-1.6554141972826,-11.9014553373557
"Y_477",3.28205182770009,-2.43297848260256
"Y_478",-1.71205823618569,0.601710791436101
"Y_479",1.74111985042738,-13.1869577695085
"Y_480",-3.14699278233653,12.419104564641
"Y_481",-3.98068436393741,2.34391541559902
"Y_482",7.99278197763151,-3.10501216375766
"Y_483",7.11212744135349,-2.62514504276137
"Y_484",-2.57278125159298,1.16972896477793
"Y_485",4.66456321231811,-3.35858699197582
"Y_486",4.74993614544131,-3.5875223963357
"Y_487",-2.4685215847362,-2.03381050623364
"Y_488",1.26722422879155,-13.0819449363389
"Y_489",5.9394083788705,7.30333016645597
"Y_490",1.86635425235973,5.09526698425509
"Y_491",3.90656379051954,3.59934195163415
"Y_492",-5.42023795276883,-8.42393341474443
"Y_493",5.30570954160234,5.67285024141722
"Y_494",4.68836384162111,4.68206850991665
"Y_495",-0.879050469860586,-0.833303409031382
"Y_496",5.51714185674587,6.75639352173364
"Y_497",-0.75033747824398,-0.661081660892619
"Y_498",-1.74326633451148,-12.7218032301203
"Y_499",6.42603752015246,-8.3757536740588
"Y_500",-0.726775305246447,0.965515350791572
"Y_501",-1.03159579509991,-0.866070285089445
"Y_502",5.0383375113164,-4.08025381900019
"Y_503",-1.84966324294764,-0.161173720831314
"Y_504",9.35067934932625,-3.91187122393514
"Y_505",4.20526318360387,3.90726384872312
"Y_506",4.73192760715411,-3.17529388589125
"Y_507",6.4457410648194,-3.27328903616056
"Y_508",-8.07471668536214,10.7174625489691
"Y_509",4.26618614221541,7.43577671229587
"Y_510",-1.04053249565366,1.56068968288876
"Y_511",7.19018787456366,-2.96776685300234
"Y_512",-7.68091120007282,10.8593062563657
"Y_513",-1.10225387895731,-12.5568807706713
"Y_514",-5.10941763080385,-8.28549524411378
"Y_515",-2.09391547942173,-3.06462138177516
"Y_516",-1.59783004113699,-10.883067134021
"Y_517",4.57087273478173,-3.08688781831179
"Y_518",6.48014864544149,-3.69968208961468
"Y_519",-0.0861124575821137,1.58791018607886
"Y_520",-6.58662438873815,-0.296232026965153
"Y_521",5.19344515451376,5.5727548195253
"Y_522",4.42378054583685,3.98090636570809
"Y_523",1.84588724371969,7.07451246248413
"Y_524",1.97654686747418,-13.2220621437578
"Y_525",-5.59242714255925,-0.368367637528037
"Y_526",4.35163063384285,10.6422078248787
"Y_527",6.28109067392501,-4.91060342601749
"Y_528",-2.16802169011365,2.24671678746176
"Y_529",4.02604620373398,7.45674364569725
"Y_530",4.43938971965498,7.56617451197781
"Y_531",6.5282975203432,-4.8916246529359
"Y_532",-4.94447118498333,-8.29213215427797
"Y_533",-6.00554507565069,-0.274545874863459
"Y_534",6.29457960007353,-4.13481584495119
"Y_535",-0.561835850787311,1.50138165715474
"Y_536",-1.58729046182544,0.376732505675031
"Y_537",5.06702820539998,6.03925606005576
"Y_538",4.98503523611308,-2.50571436647527
"Y_539",-3.34577166167487,2.26622455514829
"Y_540",5.0103558331218,-4.48270383519189
"Y_541",6.76043387312717,-2.1966324004462
"Y_542",-0.564083410487852,0.573578214688471
"Y_543",-5.07909832412007,-6.95664092526643
"Y_544",-1.23874087096667,-0.798572503667964
"Y_545",-4.93097998136291,-8.08493484753591
"Y_546",5.76301625195267,7.2628446166389
"Y_547",-1.55961372478382,-1.1009338522897
"Y_548",-2.66907945542442,1.4417981928109
"Y_549",7.98027490838651,-7.40571833621653
"Y_550",-2.37538482047249,2.46024234825271
"Y_551",-2.20537524281767,2.39173881055307
"Y_552",7.40295670652051,-3.48617376760095
"Y_553",-0.678154188030604,0.850938154062027
"Y_554",-2.32096428788369,-11.1824798797093
"Y_555",-0.283661195730403,0.568721694406631
"Y_556",-0.0182478968428169,1.20431743613423
"Y_557",4.9292468728374,5.05490416415598
"Y_558",4.50584002108894,-4.42406516897498
"Y_559",-0.722646655624794,1.07189100724423
"Y_560",5.91489873373197,-5.83157203567991
"Y_561",6.13514355278836,-4.31396656960219
"Y_562",5.01949946341749,-4.25630446091329
"Y_563",3.33424019043988,7.32289928660157
"Y_564",-4.19701659745825,9.26243353039571
"Y_565",-8.4016421862383,-2.06200969148482
"Y_566",8.55103419663705,-3.05485267662461
"Y_567",-8.04292211090406,-2.61477029520361
"Y_568",3.53220685745978,7.31488248919935
"Y_569",-7.95282414151629,-1.75865254554543
"Y_570",1.76177674176883,4.46760373490236
"Y_571",-7.52818877275458,10.8646053760583
"Y_572",-9.5221423845661,-2.30929418026266
"Y_573",6.7403445856032,-4.78292394252247
"Y_574",-4.55547124467903,11.1563501537634
"Y_575",-9.66502612487857,0.373481634352687
"Y_576",6.0744312236659,6.06439273166703
