"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.89275202045222e-185,6.43091376650951,0.948,0.211,5.11213393203941e-181,"2","PI3"
9.83504426810806e-49,6.3341772816089,0.152,0.003,2.65634710637331e-44,"2","HAL"
6.80176545603017e-100,6.25551357313145,0.315,0.008,1.83708883201919e-95,"2","SPTSSB"
2.74586365744598e-70,6.22681354586713,0.228,0.006,7.41630315239585e-66,"2","FAM3D"
4.27220129646244e-43,6.22623902275509,0.121,0.001,1.15387884816154e-38,"2","ACER1"
5.04534281361506e-34,6.19586520308293,0.104,0.002,1.36269664052929e-29,"2","TGM3"
1.20475433992107e-50,6.11672265061203,0.142,0.001,3.25392099669283e-46,"2","HYAL4"
9.59367191856286e-110,5.82310901521638,0.332,0.005,2.59115484848464e-105,"3","IGHGP"
2.27422489207384e-40,5.67427859717061,0.147,0.006,6.14245401100224e-36,"3","CXCL13"
1.25000504229086e-45,5.52258928227945,0.124,0.001,3.37613861872338e-41,"3","SENCR"
1.02118337005551e-99,5.34194062563933,0.512,0.053,2.75811416418294e-95,"3","HAS2"
1.48763919299476e-79,5.33393292897718,0.281,0.01,4.01796469635955e-75,"3","BATF3"
1.69937377669753e-46,5.25812101769283,0.161,0.005,4.58983863348236e-42,"3","HAVCR2"
5.32408532351118e-47,5.22687480475088,0.138,0.002,1.43798220502713e-42,"3","AMZ1"
3.60949642186364e-84,5.14821816158756,0.512,0.068,9.74888888581151e-80,"3","GNLY"
8.12024536589367e-70,5.10494299273502,0.226,0.005,2.19319707087422e-65,"3","CARD11"
2.61309919121823e-155,5.10108895609067,0.516,0.016,7.05771960556133e-151,"3","KCTD14"
6.99968655167903e-73,5.03646124566468,0.226,0.004,1.89054534074299e-68,"3","FCHO1"
1.99002485760182e-107,5.02194265814301,0.364,0.011,5.37485813789674e-103,"3","AC022613.1"
1.0185345683377e-69,4.92706111246843,0.244,0.008,2.75096001562329e-65,"3","TRIM58"
6.72494489836926e-147,4.91803777229861,0.567,0.031,1.81634036760055e-142,"3","OLR1"
1.98340097158918e-130,4.86978594253502,0.783,0.122,5.35696768416522e-126,"3","FN1"
1.49408621457693e-179,4.85973509166022,0.862,0.107,4.03537745695082e-175,"3","NNMT"
5.40526964618446e-50,4.83653430157976,0.198,0.01,1.45990927873796e-45,"3","AC004817.3"
1.50090664735812e-142,4.80598232061255,0.502,0.019,4.05379876384955e-138,"3","NRN1"
4.90928447352171e-126,4.80499829537519,0.521,0.034,1.32594864345348e-121,"3","MYO1G"
1.73300549393744e-33,4.7151414427562,0.106,0.002,4.68067453857563e-29,"3","AC044810.2"
1.6133009222494e-50,7.55437378922025,0.163,0.003,4.35736446090341e-46,"4","DEFB4A"
2.29440492264261e-91,7.15001448446576,0.241,0.001,6.19695825556543e-87,"4","PSG4"
4.93426390284467e-227,6.54373635724554,0.741,0.022,1.33269533751932e-222,"4","MYH14"
7.49088105189692e-174,6.18055255706466,0.994,0.16,2.02321206330684e-169,"4","DEFB1"
1.22545151000642e-125,6.16342549908612,0.416,0.01,3.30982198337634e-121,"4","TCN1"
3.31337959658339e-61,5.85909404545762,0.181,0.002,8.94910695241207e-57,"4","AP005262.2"
8.46364933634797e-57,5.57342300452703,0.175,0.003,2.28594704925422e-52,"4","CNN1"
8.63783251124564e-32,5.53506887899984,0.102,0.002,2.33299218296234e-27,"4","NPTX1"
1.27723658945239e-42,5.47891386324915,0.127,0.002,3.44968830445196e-38,"4","TCF15"
5.24425604269357e-50,5.4143911909867,0.157,0.003,1.41642111457111e-45,"4","CHP2"
