"to_vertex","from_vertex","NA","from_UMAP_1","from_UMAP_2","to_UMAP_1","to_UMAP_2"
"Y_837","Y_813",1,9.46725220259793,-2.95002806320441,9.47992846335527,-3.17186475772929
"Y_825","Y_778",1,-4.68561945978397,3.38757812087047,-4.56910497225892,3.49848087540214
"Y_825","Y_810",1,-4.41935873796224,3.4231986315486,-4.56910497225892,3.49848087540214
"Y_855","Y_809",1,-4.7531214525645,1.41084883332504,-4.93211940611612,1.58669089025724
"Y_855","Y_776",1,-4.85656047954649,1.78941713733935,-4.93211940611612,1.58669089025724
"Y_819","Y_782",1,-5.01283876169004,3.89339330472617,-4.80937115071957,3.87108140263189
"Y_819","Y_807",1,-4.80087167670821,3.66510829944826,-4.80937115071957,3.87108140263189
"Y_821","Y_805",1,-4.18128505262275,3.24278177656035,-4.26206318673557,3.06183941327705
"Y_821","Y_785",1,-4.12769514614878,2.90478925392186,-4.26206318673557,3.06183941327705
"Y_814","Y_804",1,-5.40648349392353,1.3377649121992,-5.20358277465539,1.20140046244254
"Y_824","Y_800",1,-4.03816601568143,2.682147114954,-3.80295380364898,2.73726692839085
"Y_812","Y_481",1,-3.98068436393741,2.34391541559902,-3.96567226997591,2.49777589055953
