"spatial_sample_id","tissue_spot_number","SASH1_detected_spot_number","SASH1_detected_percent","COL1A1_detected_spot_number","COL1A1_detected_percent","SASH1_COL1A1_co_detected_spot_number","SASH1_COL1A1_co_detected_percent"
"All_spots",11938,3594,30.11,10756,90.1,3269,27.38
