"gene","distance","Z","FC","p.value","p.adj","target_gene","perturbation","significant","direction","minus_log10_fdr"
"TRAV6",1.21447990861718e-14,-1.68925767950043,1.65171204647481e-16,0.999999989745671,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"SPRR3",1.21326623344507e-14,-1.68930912512188,1.64841246081469e-16,0.999999989755919,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"NRXN1",1.2058229871323e-14,-1.68962560075207,1.62824886681037e-16,0.999999989818765,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"LUZP2",1.18170545996836e-14,-1.6906626848765,1.5637673866163e-16,0.999999990022399,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"OTOP3",1.17544907294961e-14,-1.69093468178944,1.54725289044165e-16,0.999999990075224,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"STAM-AS1",1.1692036981587e-14,-1.69120744143682,1.53085489699801e-16,0.999999990127956,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"FPR2",1.16825220587641e-14,-1.69124910643993,1.52836430628831e-16,0.99999999013599,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"MLIP",1.16226479136554e-14,-1.69151195998657,1.5127383981311e-16,0.999999990186544,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"TRGV10",1.16087733536487e-14,-1.69157303644577,1.50912888466138e-16,0.999999990198259,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"TCF15",1.15706413136179e-14,-1.69174121859946,1.4992309137716e-16,0.999999990230455,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"ATOH8",1.14977904865961e-14,-1.69206385495759,1.48041149416987e-16,0.999999990291966,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"FOXD3",1.14214386559349e-14,-1.69240388391526,1.4608152370942e-16,0.999999990356433,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"UNC5B-AS1",1.13589929976316e-14,-1.69268343511668,1.44488516048319e-16,0.999999990409158,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
